SeriesInd,S01Var01,S01Var02,S02Var02,S02Var03,S03Var05,S03Var07,S04Var01,S04Var02,S05Var02,S05Var03,S06Var05,S06Var07
42450,52.259998,4759900,21163200,15.28,114.910004,116.309998,52.23,28916000,8422400,95.260002,53.16,53.48
42451,52.98,5287300,25609600,15.37,117.510002,116.470001,52.25,22227000,12374900,96.099998,54,53.810001
42454,53.119999,3441800,32797900,15.5,116.849998,118.629997,51.830002,14643500,10172400,95.25,54.060001,54.099998
42455,53.040001,5329000,32253500,15.61,119.07,117.599998,52.189999,14219600,13747400,94.370003,54.23,53.880001
42456,54.349998,7216700,20003200,15.52,117.940002,119,52.259998,13428500,9822100,94.360001,54.189999,54.279999
42458,54.740002,3628600,18620300,15.47,119.269997,118.93,52,8913700,19556700,90.110001,54.32,54.48
42461,54.470001,5849800,30022000,15.7,118.809998,115.07,51.43,23146900,27584200,90.279999,54.419998,53.82
42462,54.650002,4051100,32313000,15.61,113.5,114.629997,51.119999,16300600,20885300,92.010002,53.75,54.220001
42463,55.68,5493600,37561100,15.88,115.75,115.93,50.970001,14236000,16220400,94,54.169998,54.389999
42464,55.779999,4114100,23264600,15.75,115.769997,115.489998,50.669998,12136700,12868600,93.07,54.32,54.5
42465,55.720001,3923500,29700300,15.63,115.989998,115,51.25,15418100,11831900,93.349998,54.889999,55.029999
42468,56,5914100,25519100,15.38,114.099998,112.400002,50.900002,18190100,15735900,91.370003,54.950001,54.77
42469,55.41,8379200,23382800,14.75,110.190002,114.120003,50.529999,19655600,15883800,90.760002,54.290001,54.830002
42470,55.200001,5838100,24615500,15.15,114.410004,111.949997,50.689999,16184100,22279400,88.199997,54.73,54.259998
42471,54.860001,6517300,30359300,15.03,112.260002,111.620003,50.580002,21100200,21522200,88.849998,54.59,54.43
42472,54.599998,8428000,22684500,14.99,110.459999,109.730003,51.169998,20370500,24568300,86.599998,53.869999,53.700001
42475,53.990002,7483900,47476400,14.27,110.699997,108.230003,50.919998,18132500,21373600,86.5,54.009998,53.189999
42476,53.759998,7171500,43879300,13.93,106.370003,106.75,50.080002,21399300,26372400,86.190002,52.82,52.77
42477,53.669998,8881400,29504200,14.11,107.120003,109.410004,50.25,17112300,23323000,87.150002,53.040001,53.790001
42478,54.529999,8119900,35542500,14.51,111.870003,112.650002,51.150002,15338900,22882700,88.400002,54.43,55.209999
42479,54.950001,10583500,40843500,14.74,112.260002,111.779999,51.470001,24110200,38469000,89.610001,54.900002,54.450001
42482,54.950001,4359900,25366800,15,112.160004,112.940002,51.599998,24021100,17871800,92.449997,54.459999,54.970001
42483,55.34,3507600,20828700,15.21,113.230003,112.540001,51.459999,15514000,13706500,93.050003,55.080002,55.470001
42484,55.09,1442900,7128800,15.25,112.580002,112.010002,50.919998,5961900,6875700,92.980003,55.630001,55.34
42486,55.02,1838700,11666400,15.26,112.099998,113.989998,51.060001,5169700,10585000,92.620003,55.41,55.279999
42489,54.810001,2381000,19137500,15.34,113.790001,113.910004,51.009998,6624500,9892100,92.889999,55.080002,55.709999
42490,54.369999,2626900,14795000,15.45,113.639999,112.519997,51.27,10703500,8743400,92.510002,55.52,55.419998
42491,54.25,4068600,17930200,15.47,112.82,110.379997,51.68,9305000,11337200,92.059998,55.5,54.82
42493,54.080002,4020100,24777900,15.18,111.389999,109.330002,50.779999,11924500,10220400,91.809998,55.110001,54.700001
42496,53.490002,5599300,44079700,14.69,108.290001,106.25,49.880001,14389300,18502400,89.5,54.139999,53.200001
42497,53.02,5468400,32981600,14.38,106.540001,106.260002,49.880001,16204300,16670700,89.019997,53.349998,52.09
42498,52.869999,4577100,26065300,14.77,107.199997,107.75,49.639999,11788000,13590700,90,52.630001,52.400002
42499,53.950001,6295200,33943400,15.23,109.230003,111.889999,50.23,14704800,15487500,91,53,53.560001
42500,53.98,3913700,23420800,15.06,112.669998,112.010002,50.41,7466100,14488400,91.370003,53.540001,52.68
42503,53.75,4282500,22750800,15.11,112.599998,109.25,49.93,10170700,15176300,89.82,52.580002,52.049999
42504,54.279999,5013900,26279400,15.08,111.43,110.220001,49.48,21605200,17469000,89.110001,52.299999,51.849998
42505,53.310001,5127000,36472600,14.83,109.040001,109.800003,48.09,15831500,23176600,87.260002,51,51.25
42506,53.240002,5796300,24981300,14.8,110,106.82,47.75,17126000,18759600,88.510002,51.209999,50.720001
42507,53.419998,4988700,32089900,14.75,107.029999,105.989998,46.59,14681800,17713100,88.980003,50.529999,51.639999
42511,54.150002,7213400,28553700,14.75,107.839996,108.720001,47.889999,15845900,16761000,90.379997,51.98,52
42512,54.470001,5468900,23281500,14.88,108.949997,109.550003,48.380001,16305100,14276400,91.010002,51.990002,52.099998
42513,54.98,5484200,23669200,14.9,110.260002,112.400002,49.080002,12647400,13559000,91.32,52.490002,53.77
42514,55.290001,4856500,21620600,14.89,112.300003,112.980003,49.23,14294300,14706300,90.790001,53.73,53.259998
42517,55.299999,6137000,25237200,14.97,113.739998,113.099998,49.790001,18976400,10672500,90.470001,52.91,53.580002
42518,55.459999,8532600,34609100,14.72,112.419998,109.139999,49.279999,45777200,12301500,90.599998,52.93,52.970001
42519,55.25,7393500,40579800,14.42,117.629997,115.309998,50.32,84839700,17829700,87.82,53.310001,52.16
42520,54.860001,5044900,40731100,14.3,116.32,118.900002,43.799999,74370100,22683000,86.029999,52.240002,52.759998
42521,54.599998,12515800,30439700,14.63,118.400002,117.160004,44.849998,36033600,22679900,86.25,52.200001,51.919998
42524,53.759998,8385600,40371800,14.74,118.050003,118.629997,44.759998,20305700,20306300,87.5,52.189999,52.810001
42525,54.48,6017400,48335400,15.44,118.5,118.650002,45.25,16985900,21900900,90.809998,53.009998,53.450001
42526,54.900002,7962500,41179500,15.65,118.5,119.559998,44.98,16281400,19632200,90.510002,53.029999,53.029999
42527,55.34,5060000,25713200,15.75,120.019997,119.940002,44.259998,18414500,12809000,91.699997,53.240002,53.669998
42528,55.450001,7715900,28187700,15.77,120.019997,118.93,43.66,16063500,12331200,90.959999,54.119999,54.450001
42531,54.759998,5146400,20286700,15.72,118.550003,119.720001,43.150002,15507600,11360700,91.239998,54.27,54.209999
42532,55.869999,5654400,27928500,15.91,120.169998,122.019997,43.18,12160800,12952900,90.300003,54.619999,54.57
42533,56.23,4956100,34285300,16.01,122.769997,124.879997,43.259998,9791100,12240600,89.790001,54.060001,53.900002
42534,57.5,7069500,23738800,16.299999,126.059998,126.459999,44.16,18158200,14843000,91.019997,54.189999,54.860001
42535,57.98,5330900,19954600,16.190001,127.279999,127.080002,44.59,13785800,12061000,92.279999,54.98,55.330002
42539,58.459999,7962600,44362300,16,127.489998,127.830002,44.540001,12798400,11758700,92.290001,55.310001,55.369999
42540,58.139999,3276500,22812700,16.059999,127.629997,128.720001,43.82,10410700,19177900,90.389999,55.09,54.52
42541,58.189999,2422300,24863900,16.17,128.479996,128.449997,44.419998,13301000,19350600,88.580002,54.41,54.560001
42542,58.540001,3630300,21523600,16.25,128.619995,129.5,44.360001,12036200,15959900,88.849998,54.41,54.830002
42545,58.490002,3053400,19016800,16.290001,130.020004,133,43.990002,12129100,12771800,88.739998,54.68,55.099998
42546,59.009998,4426900,17672500,16.280001,132.940002,132.169998,43.52,9797500,9990700,89.129997,55.189999,55.369999
42547,59.290001,3921100,23320200,16.34,131.559998,128.789993,44.720001,17922900,9925700,89.080002,55.389999,55.330002
42548,59.490002,5274000,20800000,16.370001,128.789993,130.419998,44.759998,9223800,13984000,88.080002,55.220001,55.150002
42549,59.490002,6494900,20337000,16.219999,130,128.460007,44.57,10044200,13090600,88.339996,54.82,54.790001
42552,59.990002,4572500,26341100,16.34,129.25,129.089996,44.43,11027300,13793700,87.349998,54.790001,55.549999
42553,59.810001,6088200,37689000,16.059999,128.960007,129.360001,43.950001,22392400,13493800,87.129997,55.450001,55.450001
42554,58.669998,4473900,25659400,15.93,129.100006,128.539993,44.380001,30098500,13467600,86.93,55.169998,54.82
42555,58.790001,3685800,16548200,16.09,128.580002,126.410004,44.310001,11867700,12527600,86.519997,54.939999,54.84
42556,58.310001,4476900,24420500,15.91,128.399994,126.599998,44.240002,11888000,16070500,85.32,54.98,54.59
42559,58.630001,4034000,17132400,15.93,127.959999,127.139999,43.93,11801900,14503800,85.120003,54.779999,54.669998
42560,58.169998,5721900,31687700,15.69,126.410004,124.510002,42.919998,10600700,17195500,84.239998,54.16,53.290001
42561,57.77,3151500,20638700,15.7,124.75,122.239998,42.990002,10007300,13004700,84,53.869999,53.700001
42562,57.34,3707900,31172200,15.86,122.309998,124.449997,43.360001,8384800,10792900,84.059998,54.52,55.59
42563,57.5,4805400,27877700,16,124.400002,123.589996,42.98,9087000,16799900,82.68,55.490002,55.34
42566,58.439999,5162700,37731700,16.24,123.879997,124.949997,43.880001,11376400,13516200,83.269997,55.5,55.73
42567,58.23,3261200,20917700,16.360001,125.900002,127.040001,44.16,9656200,12979700,84.019997,55.5,55.91
42568,58.689999,6239000,33748000,16.110001,127,128.470001,44.709999,18919900,18745700,83.43,55.68,56.169998
42569,58.73,3411400,18021500,16.280001,128.75,127.5,45.450001,14758000,12738500,84.330002,55.950001,55.509998
42570,59.529999,9150800,42096800,16.34,128.25,125.900002,45.580002,14194200,36083500,84.389999,55.529999,56.009998
42573,59.259998,3807300,30709000,16.459999,127.120003,127.209999,45.540001,8268800,17450700,85.010002,56.029999,55.779999
42574,59.02,3665700,16661800,16.469999,127.230003,126.690002,44.779999,7559100,10174300,84.5,55.700001,55.349998
42575,58.599998,11204000,21996200,16.18,126.540001,123.379997,44.93,14036900,11934700,84.769997,55.259998,54.540001
42576,56.25,6830800,33327900,15.96,122.760002,124.239998,44.669998,16162900,14400700,84.089996,54.349998,54.5
42577,57.18,5144300,53270400,15.85,124.57,123.25,45.669998,20563500,11579300,83.330002,54.540001,54.119999
42580,58.119999,5336100,20537600,16.049999,124.050003,126.370003,45.419998,8884300,15653200,84.25,54.389999,54.77
42581,57.91,4905300,21792600,16.08,126.089996,124.43,45.200001,10415500,13354000,84.459999,54.470001,54.400002
42582,57.23,5322900,27365900,15.85,124.82,124.25,44.599998,14722300,14522300,84.260002,54.419998,53.939999
42583,57.200001,3545900,15925400,15.85,125.029999,125.32,44.360001,12229400,11297400,83.849998,53.950001,54.369999
42587,57.150002,3120500,18522100,15.9,124.470001,127.349998,44.029999,10717000,10916400,84.199997,53.82,54.080002
42588,57.43,3259600,26616700,15.78,127.639999,126.010002,44.220001,11382000,11836100,84.760002,54.279999,54.02
42589,57.290001,4142200,25147000,15.95,125.849998,125.599998,45.189999,16071000,16257100,84.019997,53.98,54
42590,57.84,4362200,23461900,15.88,125.849998,126.559998,46.169998,13678000,13281800,83.809998,54.060001,54.189999
42591,57.849998,3410800,17657700,15.95,125.949997,127.099998,45.790001,8436400,13372400,84.769997,54.330002,54.32
42594,57.990002,3004400,22521100,15.87,128.369995,126.849998,45.59,8837300,9880500,85.239998,54.330002,54.59
42595,57.41,3875100,21745900,15.89,127,126.300003,45.639999,12365800,15693800,85.529999,53.93,54.189999
42596,58.689999,6654600,25503500,16,126.410004,126.779999,45.830002,15039600,15332800,87.139999,54.369999,54.810001
42597,58.580002,4058800,23494400,15.93,126.279999,126.169998,46.130001,13833100,9570800,87.110001,54.529999,54.810001
42598,58.200001,5231200,32149000,15.71,125.550003,124.75,45.439999,13591600,14430100,86.160004,54.41,54.049999
42601,58.529999,3220400,15250800,15.82,125.57,127.599998,44.91,10228700,11593600,87.080002,54.34,54.360001
42602,58.869999,2853700,18509500,15.76,128.100006,126.910004,45.18,18617900,10100500,86.690002,54.549999,54.279999
42603,58.860001,4473500,20312100,15.72,126.989998,128.619995,44.849998,32284300,8663600,86.339996,54.310001,54.669998
42604,54.93,22987500,28458000,15.7,128.300003,129.669998,44.060001,14298900,9866100,87.309998,54.41,54.860001
42605,54.830002,10533600,20293300,15.7,130.490005,130.279999,44.709999,11281100,8405700,86.660004,54.759998,54.700001
42608,56.299999,8397300,34824900,15.77,132.309998,132.649994,45.099998,10855400,10534600,86.760002,54.790001,54.970001
42609,55.52,6729300,56634200,15.77,134.460007,130.559998,44.57,7197100,9633800,87.040001,54.91,55.41
42610,55.32,5276300,35126900,15.82,130.160004,128.639999,44.049999,12712600,12534100,86.959999,55.169998,55.459999
42611,55.150002,6756900,30269300,15.74,128.639999,125.150002,43.310001,14257900,13947700,87.220001,55.650002,55.099998
42612,55.43,5726700,20602200,15.7,126.099998,128.949997,42.68,10467600,12257100,87.699997,55.259998,55.189999
42615,55.610001,4060500,15078700,15.75,129.5,128.699997,42.549999,14483800,10343700,88.949997,55.27,55.73
42616,55.029999,7970100,32248900,15.52,128.149994,125.800003,42,19377100,11895000,88.519997,55.73,55.720001
42617,54.549999,7737300,26381200,15.4,126.559998,125.010002,41.73,13976300,11273500,87.790001,55.43,54.919998
42618,54.400002,5846600,26996600,15.14,124.769997,125.260002,44.98,28213800,9992500,86.919998,54.959999,54.810001
42619,55.169998,4814600,21336800,15.59,126.68,127.620003,44.549999,15750200,11390300,87.82,55.169998,56.049999
42622,54.75,4204100,17249800,15.64,127.389999,126.32,44.139999,11509600,11997800,86.650002,55.919998,55.509998
42623,54.59,4315500,17670000,15.5,125.599998,125.870003,44.310001,14264800,9788900,86.419998,55.310001,55.470001
42624,54.959999,4332600,20890400,15.37,126.150002,126.010002,44.669998,10987200,8629400,86.400002,55.470001,55.599998
42625,55.860001,4109300,28794700,15.2,127.410004,128.949997,44.990002,10301800,8791300,86.75,55.950001,56.040001
42626,56,4165300,18937700,15.27,129.070007,128.770004,45.07,7768600,8422200,86.599998,56.040001,55.52
42629,55.900002,3861300,19491900,15.45,128.380005,130.190002,44.57,9230000,6395400,86.779999,55.580002,55.75
42630,56.130001,4848500,15145300,15.45,130.690002,130.070007,44.66,45363900,9777100,86.209999,55.900002,56.400002
42631,56.27,4179300,22391500,15.26,130,130.059998,43.040001,54530800,7276600,86.910004,56.32,56.080002
42632,56,4260800,23962000,15.26,130.070007,131.389999,43.869999,30404300,8357400,86.959999,55.91,56.009998
42633,55.599998,5419700,24795800,15.27,131.600006,132.539993,44,10279400,7598400,86.5,56.040001,56
42637,55.25,5312000,25002900,15.15,132.600006,129.619995,43.5,12796000,11289000,85.029999,55.970001,55.66
42638,56.23,7278200,18763900,15.2,130.339996,132.039993,43.439999,13686500,10778300,84.769997,55.919998,56.07
42639,56.400002,6851200,13959000,15.24,131.860001,131.779999,43.419998,9414000,8038900,84.82,56.110001,56.209999
42640,56.34,5928700,19060400,15.16,131.229996,130.279999,43.59,10928000,14631300,84.879997,56.25,55.959999
42643,56.34,4576000,26685300,15.19,130.279999,130.539993,43.630001,11152900,9077500,84.800003,56.240002,56.040001
42644,55.599998,4630100,34974700,15.21,129.860001,129.960007,43.619999,8866500,9328300,84.910004,56.009998,56.18
42645,55.580002,3656600,24257500,15.12,130.660004,130.119995,43.779999,11884100,8170100,84.860001,56.349998,56.91
42646,54.880001,6640700,23428400,15.01,129.580002,129.360001,43.439999,10033400,12607300,83.779999,56.529999,56.139999
42647,54.259998,3650400,44736900,14.78,129.5,128.649994,43.259998,9831100,11388500,83.980003,57.040001,56.610001
42650,53.720001,4795400,30240600,14.8,128.899994,127.800003,42.889999,7625500,12244700,83.93,56.939999,56.119999
42651,53.290001,4414300,20454700,14.84,126.699997,127.419998,41.950001,11995200,8105500,84.489998,56.23,56.700001
42652,54.389999,6930600,20961100,14.95,127.919998,128.880005,42.310001,7943800,10147000,85,56.98,57.209999
42653,54.259998,4711200,27187100,15.08,129.179993,128.589996,42.209999,23695000,7759300,84.889999,57.259998,57.259998
42654,53.509998,4174100,19847300,15.18,128.190002,127.169998,41.110001,9232700,8347300,83.860001,57.130001,57.09
42657,53.110001,4895300,23825400,14.97,126.099998,126.919998,40.669998,10876300,9563900,83.190002,56.650002,56.98
42658,53.200001,2702200,23359500,14.93,127.029999,127.599998,41.400002,20454500,9100100,83.400002,56.849998,57.220001
42659,53.529999,3465700,25842100,14.86,127.720001,127.300003,41.52,11943100,9090200,84.410004,57.310001,57.169998
42660,54.369999,5911000,21360500,15,127.230003,127.879997,41.27,10017600,10247800,84.720001,57.290001,57.700001
42661,54.59,9948600,24675100,15.06,127.709999,126.599998,40.93,11661500,16129600,84.919998,57.419998,57.049999
42664,55.52,9503400,18863800,15.1,127.489998,127.610001,40.889999,6141500,9465100,84.970001,57.580002,57.91
42665,55.599998,5055800,21177800,15.22,127.480003,127.029999,40.799999,6860600,10223900,84.589996,58,57.889999
42666,54.810001,4203500,35401000,15.42,127.209999,128.110001,41.23,11462200,11800100,84.660004,57.669998,57.540001
42667,54.419998,3759600,23994400,15.39,128.860001,127.5,41.389999,10776200,10259400,83.93,57.75,57.169998
42668,53.75,7860300,20428200,15.35,127.669998,126.75,40.869999,16430900,19023300,83.489998,57.34,57.439999
42671,52.66,6566400,38117400,14.92,125.459999,124.529999,39.779999,12481300,11739200,82.800003,56.799999,56.060001
42672,51.990002,5260600,28509300,14.9,125.57,125.43,39.650002,11258300,14981100,82.800003,56.540001,56.240002
42673,52.310001,9820200,31744500,14.8,126.900002,126.599998,39.779999,6398400,13529100,82.110001,57.09,56.91
42674,52.240002,3642400,18482400,14.81,126.43,126.440002,39.639999,7713000,9188000,82.550003,56.84,56.740002
42678,52.009998,4251200,22609800,14.7,124.940002,126,39.119999,11803400,11694400,82.120003,56.099998,56.439999
42679,51.459999,8205800,28151300,14.52,125.889999,125.690002,38.380001,19432500,15641500,81.489998,56.32,56.25
42680,50.689999,11806400,42278500,14.27,124.480003,122.57,37.490002,20529200,10057000,81.910004,55.84,55.25
42681,50.400002,22607000,29203200,14.27,123.849998,120.07,38.68,16871200,11485600,81.580002,56.060001,55.5
42682,49.27,8448900,20093600,14.35,121.940002,123.279999,38.419998,10057600,8628700,81.720001,56.330002,56.080002
42685,49.549999,4937600,19864000,14.42,125.029999,125.660004,38.799999,8713200,8026700,82.07,56.560001,56.740002
42686,50,6500100,20830700,14.59,126.040001,125.610001,39.029999,9506500,9310200,82.260002,56.459999,57.25
42687,49.799999,5461600,21892100,14.61,125.720001,126.82,38.799999,9147300,9289200,82.400002,57.41,57.779999
42688,49.650002,7401200,33938900,14.45,127.739998,128.509995,38.959999,8462400,8267600,82.800003,58.240002,58.169998
42689,49.450001,7021300,31718000,14.48,129.080002,129.619995,39.790001,14864300,12156000,81.790001,57.970001,57.939999
42692,51.060001,8876900,25428200,14.53,130.970001,132.070007,39.98,14752100,12957100,81.599998,57.990002,58.049999
42693,51.080002,10632900,19334700,14.45,132.850006,130.75,39.849998,14861600,8677100,81.43,58.02,57.950001
42694,49.639999,15381500,30909700,14.35,121.989998,125.220001,39.630001,17714800,13181500,81.580002,58.07,58.52
42695,51.259998,13271800,29440400,14.59,126.199997,125.160004,39.779999,9267400,10496100,80.970001,58.73,58.209999
42696,50.560001,10960300,26050900,14.32,125.32,124.5,39.580002,8590700,14888500,79.720001,58.18,57.779999
42699,49.360001,9394200,43857200,14.23,123.089996,122.769997,38.310001,12942700,14996100,78.970001,57.48,57.59
42700,50.57,7636600,56398500,14.6,123.379997,123.379997,37.919998,10333100,19777300,79.57,57.73,57.400002
42701,50.200001,6855300,52125400,14.81,123.150002,122.989998,37.919998,10290600,13913800,81.910004,57.599998,57.959999
42702,50.43,5629400,34980300,14.96,122.32,122.370003,37.689999,9542700,11139900,82.419998,57.849998,58.150002
42703,50.380001,7466900,32654400,14.73,122.599998,121.300003,37.57,15446100,26232700,78.93,58.23,57.869999
42706,50.240002,5325800,26702300,14.85,121.5,118.440002,36.98,9887300,15767700,77.629997,58.07,57.91
42707,50.369999,5746600,18845000,14.84,117.419998,114.639999,37.209999,9051900,18874400,76.93,57.77,57.82
42708,51.119999,7238800,22490000,14.72,112.949997,115.400002,37.709999,6844000,16544400,76.900002,57.810001,57.650002
42709,50.91,6055900,26811400,14.62,115.970001,115.129997,37.52,12299700,13005200,76.910004,57.650002,57.529999
42710,50.380001,5324400,14279200,14.75,114.580002,115.519997,36.759998,11845500,12187600,76.620003,57.57,57.470001
42713,52.450001,10496600,16804900,14.81,116.529999,119.720001,37.689999,11351400,14876000,77.089996,57.799999,57.939999
42714,51.549999,8013000,26971300,14.61,117.809998,113.489998,36.77,13833200,14486400,76.330002,57.23,57.209999
42715,51.360001,7268100,20864000,14.37,112.529999,115.239998,34.77,31405700,16492400,76.959999,56.900002,56.720001
42716,51.310001,4007500,20560700,14.59,116.040001,115.150002,36.610001,28987700,13154100,78.269997,56.75,56.889999
42717,50.84,4536700,18398900,14.68,114.32,115.959999,36.349998,12241100,9129300,78.25,56.889999,57.330002
42720,51.029999,3364000,16028300,14.57,116.040001,117.160004,36.240002,7933600,9365400,77.449997,57.02,57.349998
42721,50.77,6978500,16853800,14.66,116.43,116.5,36.189999,11445300,9815300,77.580002,57.41,57.540001
42722,50.150002,6405000,22419200,14.76,116.099998,115.010002,35.669998,8974100,16843100,75.93,57.279999,57.060001
42723,48.779999,10206500,24108500,14.4,114.080002,112.650002,34.950001,15604400,17811200,74.57,56.459999,56.119999
42724,47.630001,12109500,42103400,13.84,110.43,105.760002,34.02,18373600,25488800,72.07,55.330002,53.970001
42727,47.040001,15487000,59805900,10.44,94.870003,103.120003,32.279999,23163400,35531200,66.550003,49.200001,51.25
42728,46.32,14458300,47961800,12.9,111.110001,103.739998,33.029999,15752300,30409700,68.199997,53.549999,50.02
42729,45.470001,19075800,48377900,12.77,107.089996,109.690002,32.619999,25414500,34436000,69.150002,51.560001,52.299999
42730,47.150002,9822000,42067900,13.23,112.230003,112.919998,33.77,19105100,24571000,73.010002,53.439999,54.029999
42731,48,8242700,25699000,13.53,112.169998,113.290001,33.57,9366100,18997300,74.410004,53.75,53.540001
42734,48.439999,10145900,38210300,13.51,112.029999,112.760002,32.990002,13609000,19570100,73.300003,53.400002,53.330002
42735,47.57,13136100,50482900,13.6,110.150002,107.720001,32.099998,19903500,24092900,71.510002,52.110001,50.990002
42736,47.349998,6012600,29602800,13.63,110.230003,112.339996,32.029999,15688100,16936900,72,52.490002,51.990002
42737,48.02,5289100,27560400,13.78,112.489998,110.370003,32.740002,13748900,13451900,73.339996,52.389999,52.43
42738,47.189999,6603400,31138400,13.4,108.970001,109.269997,32.290001,13854100,14902500,72.25,51.799999,51.290001
42742,48.759998,7993000,30030100,13.54,111.75,112.309998,32.830002,26873900,13626900,72.970001,52.650002,52.93
42743,49.630001,8250100,30846300,13.47,113.760002,110.150002,31.799999,47058500,17246200,71.849998,53.610001,52.189999
42744,47.959999,8543100,38696300,13.35,110.269997,112.57,31.59,14330900,12353900,71.800003,52.07,52.560001
42745,47.630001,6567300,22804500,13.53,111.790001,114.209999,31.43,14365400,12172300,72.010002,52.34,52.619999
42748,48,4750800,26093500,13.63,116.580002,115.309998,30.92,22186900,10738500,71.760002,52.630001,52.77
42749,48.740002,7104300,46666700,13.79,115.93,116.279999,31.23,25661600,11979800,72.410004,53.040001,53.470001
42750,48.77,4624500,41675000,14.25,116.25,116.410004,31.77,22179700,15214200,73.370003,53.52,53.720001
42751,49.029999,5693500,37709000,14.46,115.660004,113.919998,31.33,17094200,15603000,73.849998,53.700001,52.209999
42752,48.639999,17206500,40712200,14.21,112.209999,113.449997,30.799999,20538300,23180200,72.120003,51.27,51.040001
42755,48.080002,6105200,20764100,14.15,113.669998,115.209999,31.74,18745000,10853000,72.730003,51.52,51.549999
42756,46.990002,6161600,44081000,13.73,113.379997,113.400002,30.92,15614900,14245200,72.019997,50.869999,50.689999
42757,46.799999,4335300,31598400,13.51,113.629997,114.32,30.57,12755400,13784800,72.290001,50.880001,50.779999
42758,46.919998,8535000,32462000,13.27,113.25,115,29.57,19109900,14584200,71.720001,50.09,50.549999
42759,47.549999,8924200,35967400,13.51,116.440002,114.709999,29.709999,12817500,15175300,72.760002,51.360001,51.48
42762,47.439999,10728200,41124700,13.06,113.849998,112.440002,29.219999,49541300,14571900,72.400002,51.07,50.369999
42763,47.610001,7413600,44417400,13.01,112.830002,109.059998,29.23,41895400,13754400,72.139999,50.470001,50.889999
42764,49.549999,9120400,40205300,13.27,110.169998,110.300003,29.110001,18317900,18176500,73.330002,51.630001,51.349998
42765,49.869999,10007400,33326900,13.47,109.07,109.580002,29,14467600,14397800,73.300003,51.509998,51.439999
42766,48.790001,8229700,30097000,13.42,108.010002,110.379997,30.709999,29250500,18811300,73.029999,50.279999,51.259998
42769,50.41,6812500,38611900,13.9,109.879997,110.779999,31.200001,12883300,18486700,75.790001,51.709999,52.41
42770,50.639999,5737000,27045900,14.15,110.629997,111.309998,31.190001,10572800,18757900,76.260002,52.18,52.029999
42771,51.599998,7065300,33389600,14.46,111.739998,110.779999,31.99,12224800,18666300,77.529999,52.490002,52.189999
42772,51.540001,6431500,25994700,14.68,110.190002,109.5,32.5,14245400,14344700,78.540001,52.23,52.540001
42773,51.759998,5720100,29216500,14.82,110,112.120003,32.689999,11830400,17384700,78.620003,53.02,52.139999
42776,51.419998,4075300,14372100,14.85,112.730003,111.599998,33.02,12580300,9931800,78.720001,52.119999,52.18
42777,51.419998,7162000,30615400,14.83,110.82,111.790001,32.830002,15873800,12326600,78.489998,52.02,51.860001
42778,53.150002,10558500,22314500,14.86,111.290001,110.209999,32.490002,11282800,14486000,78.779999,51.700001,51.5
42779,53.099998,7153400,27437600,14.99,110.93,111.860001,33.490002,19403800,13640900,79.900002,51.98,52.689999
42780,52.66,5685300,24240500,15.11,111.779999,111.040001,33.860001,12498900,14304400,81.449997,53.150002,52.880001
42783,52.93,5701700,17863000,15.15,110.800003,111.730003,33.630001,10856500,14155800,80.760002,52.759998,52.560001
42784,52.599998,5650300,29037300,15.27,111.339996,113.769997,33.59,18644700,12312400,80.199997,52.619999,53.080002
42785,53.18,8132900,34039800,15.35,114,113.760002,32.43,30390400,10274900,80.110001,53.040001,53.119999
42786,58.119999,21234200,23484400,15.4,114.330002,115.5,31.9,18501200,14823500,80.660004,53.400002,54.060001
42787,59.669998,14490000,28592800,15.49,116.699997,119.080002,33.360001,24308600,13215700,81.889999,54.34,54.75
42790,59.23,7634500,38062300,15.57,118.080002,115.279999,33.490002,15810300,12576400,81.169998,54.759998,54.290001
42791,59.330002,8420500,64579700,14.8,115.400002,114.550003,35.470001,26380900,13579400,79.730003,53.98,54.119999
42792,58.779999,14464600,34485300,14.67,116.93,119.269997,35.27,15174300,12473000,80.93,54.240002,55.450001
42793,57.830002,10108900,32247000,14.61,118.699997,120.529999,35.150002,10796200,10341200,81.790001,55.389999,55.09
42794,57,7503400,29225800,14.63,120.989998,119.5,35.700001,17418900,18758600,81.260002,55.07,54.139999
42797,57.189999,5492600,30295900,14.71,120.800003,121.18,35.48,15206700,21266500,82.089996,54.209999,54.849998
42798,57.43,4268400,25878800,14.72,120.790001,122.57,35.34,12394300,20115900,85.580002,54.68,54.93
42799,57.41,5096000,27166400,14.64,123.129997,122,35.240002,17501800,14245400,85.699997,54.560001,54.580002
42800,57.740002,5768400,21877700,14.5,121.849998,120.919998,35.299999,15679100,12291100,84.5,54.349998,54.860001
42801,57.849998,6387000,24085700,14.38,121.110001,121.059998,35.200001,16608600,12491700,83.220001,56.040001,55.849998
42804,57.650002,4478200,25257400,14.26,120.959999,120.57,34.080002,13645500,13551200,81.800003,56.080002,55.470001
42805,57.220001,5058700,22197200,14.14,116.900002,116.769997,34.130001,11511000,14238000,81.860001,55.299999,55.91
42806,58.509998,6291800,16893000,14.18,116.370003,116.110001,34.23,11804100,9598000,81.400002,56.130001,55.799999
42807,57.369999,4894800,20283700,14.02,116.260002,115.720001,33.849998,14273100,16050600,79.32,55.52,55.169998
42808,57.119999,5741700,25482700,13.89,115.199997,112.339996,33.040001,11063300,17527300,77.940002,55.02,54.57
